round_idx,train_loss,val_loss,val_accuracy,test_loss,test_accuracy,last10_mean_accuracy,mean_local_cosine,kept_batch_ratio,mean_server_cosine,mean_epsilon_t,mean_sigma_t,communication_mb,mean_clean_update_norm,mean_noisy_update_norm
12,2.581528895595862,2.450955223357087,32.98037505300221,2.382032941799009,31.71663493448122,22.46808903545865,0.5946908862591463,0.9506702638440455,0.5448770274326667,19.00990099009901,0.2548569435016377,20.49114990234375,0.734697324114342,0.8271367852165151
13,2.626905235233646,2.481295758640603,32.11092473799641,2.494188801943866,30.93401055861782,24.43068113757986,0.5842569345377545,0.954519107347696,0.5040644388945227,20.59405940594059,0.2352525632322809,20.49114990234375,0.7774692998702284,0.8636214019966884
14,2.481891943357822,2.362906957785314,35.84309789353248,2.304205226607985,34.75208947426653,26.95536432550077,0.5695360093552839,0.9488048187773946,0.5984180650709948,22.17821782178217,0.2184488087156894,20.49114990234375,0.7432925849756101,0.8237617237307524
15,2.315236580911921,2.173773319868052,39.57300249795133,2.145332432390019,38.5670833053682,29.26347058668767,0.6086690976658885,0.9572141322017799,0.5897831189616642,23.76237623762376,0.2038855548013101,20.49114990234375,0.5306554269604918,0.6059251188278328
16,2.324577338977929,2.191983051782789,38.76602972942864,2.175909796745156,37.84449889265323,31.04394820635853,0.6003783572536118,0.9551189063586253,0.5067061612514737,25.34653465346535,0.1911427076262282,20.49114990234375,0.5190540714490539,0.589517173571451
17,2.421907958467376,2.274783014819815,37.09965217094757,2.249998196677109,36.06078427222334,32.55430702505983,0.5627839626505348,0.9532714208430336,0.4595693890636259,26.93069306930693,0.1798990189423324,20.49114990234375,0.5813984093864027,0.6473784511756204
18,2.072740067328321,1.964634318305422,44.42941674605483,1.966863911693217,43.21242732189204,34.15644231519457,0.5012019358434767,0.9664030077106945,0.46101162106819,28.51485148514852,0.1699046290010917,20.49114990234375,0.6120901227300678,0.6738567120292434
19,2.090247812775456,2.002360776118934,44.0624497797299,2.010535477887273,42.66704199656364,35.46503952568555,0.549094034077861,0.962887708941549,0.4746159904615102,30.0990099009901,0.1609622801062975,20.49114990234375,0.541887711618824,0.599667886611652
20,2.128078302794718,1.951365622295182,44.36088425948552,1.990429429555198,42.7869084731034,36.85396577933145,0.5511278482183771,0.9586863844302587,0.4436716316394187,31.68316831683169,0.1529141661009825,20.49114990234375,0.533720686661076,0.5877074298036966
21,2.016475288221938,1.95173776052676,45.26576127882898,1.972406445702801,43.51321748923098,38.20546967184004,0.5156292383157074,0.9626348632487794,0.456960087476668,33.26732673267327,0.1456325391437929,20.49114990234375,0.602705763068973,0.6530644878952211
22,1.99312965185878,1.899810696350576,46.85094006872131,1.892410359180445,44.91997792011986,39.52580397040391,0.4738497366438236,0.9568460009907607,0.4568019343323003,34.85148514851485,0.1390128782736205,20.49114990234375,0.5887628010038721,0.6356363646566048
23,1.998201144714545,1.928428866938551,46.64349055963923,1.900742788424349,44.53440688559921,40.88584360310204,0.4929434564729481,0.9581862266177729,0.4721935418007691,36.43564356435643,0.1329688400878109,20.49114990234375,0.5648692072484618,0.6083818333301634
24,2.028713720716828,1.961568060838931,45.57314350506135,1.94641317048577,43.31975896727222,41.74261055240261,0.4802566373573935,0.9585967513064076,0.4319659589393161,38.01980198019801,0.1274284717508188,20.49114990234375,0.4672286820033709,0.5106518774119428
25,1.978068484079997,1.868540451639243,47.20806103476842,1.901974002452234,44.99454821570424,42.38535704343622,0.4981617685859822,0.9581338445064882,0.4393821198576334,39.6039603960396,0.122331332880786,20.49114990234375,0.4733339283007206,0.5167633452100759
26,1.982216161157498,1.79566913998507,48.18554560162269,1.876266602954999,46.01260537215856,43.20216769138675,0.4725906457864332,0.9554588365274796,0.4479228013476053,41.18811881188118,0.1176262816161404,20.49114990234375,0.4934934185070535,0.5370136723018074
27,1.992245167477191,1.839918653573454,47.15677289167597,1.906147621222031,45.0252217852417,44.09861144268858,0.5048687545709365,0.9532059668074457,0.3999459182967718,42.77227722772277,0.1132697526673944,20.49114990234375,0.4488683140824934,0.4925546184378599
28,1.940282989256305,1.763414616863517,48.27701213465323,1.847025609298625,46.18777033027858,44.39614574352724,0.4572984677303903,0.9530310804564898,0.3965598828533287,44.35643564356435,0.1092244043578447,20.49114990234375,0.5540181927113978,0.5979377026945317
29,1.915339356297688,1.741204045221883,48.66438938948166,1.821125912606264,46.61846771036524,44.79128831490739,0.388001400478327,0.9594473291567899,0.3961218787607459,45.94059405940595,0.1054580455868845,20.49114990234375,0.5576121127626651,0.6018250363648089
30,1.928247046464536,1.673976823461556,49.49820504756249,1.826296008577122,47.49669133974343,45.2622666015714,0.3981762092686832,0.9584824208477882,0.4193723058960849,47.52475247524752,0.101942777400655,20.49114990234375,0.5353956334380049,0.579956157851277
31,1.915896223143062,1.739560502024091,49.52463960018246,1.808475457381669,47.56868484649997,45.66781333729831,0.4123773398595257,0.9584618441176964,0.434461008155651,49.1089108910891,0.0986543007103113,20.49114990234375,0.4858450838512198,0.5308021523459202
32,1.882063526013747,1.693386010238871,50.17112162939065,1.806569599595809,48.16817026784243,45.99263257207056,0.4311905331727975,0.954459216827469,0.4084200860021399,50.6930693069307,0.0955713538131141,20.49114990234375,0.4263264840206997,0.4717244514355384
33,1.818904768377489,1.634379443164159,51.99184075821206,1.756192753517385,49.86276678486265,46.5254685619969,0.3934601966997786,0.9597006138847822,0.4167950137215146,52.27722772277227,0.0926752521824137,20.49114990234375,0.4330031463618514,0.4788823352774735
34,1.83685721862327,1.630627767571348,51.96629563457228,1.800299274649928,49.71235824169761,47.16472848943944,0.4235122068152984,0.9552377691588728,0.4256321227575305,53.86138613861386,0.0899495094711662,20.49114990234375,0.4521331886554517,0.4985303637777394
35,1.858820116941167,1.66138526579328,51.39120308550724,1.8098350578988,49.01367248518443,47.56664091638746,0.4152975523190278,0.9579653575453294,0.4311876627250501,55.44554455445544,0.0873795234862757,20.49114990234375,0.4711536604804905,0.5186880780515917
36,1.850442890837757,1.620414123477739,52.17206400016759,1.765543693328569,49.67221040164316,47.93260141933592,0.3865714747567702,0.9620880659194394,0.4507244822140172,57.02970297029704,0.0849523145005458,20.49114990234375,0.4753579359636039,0.5240604083084487
37,1.789972406281302,1.669333558901147,52.61549204931904,1.816070250358239,49.99457573408645,48.42953681422039,0.3960255076386052,0.9604442510230409,0.456918168787357,58.61386138613862,0.0826563060005311,20.49114990234375,0.4257217563543052,0.4756205975012076
38,1.907761773451562,1.692108443277562,50.6114470526026,1.856384702988984,47.87070961872002,48.59783074306453,0.4174938187034481,0.9635828879346113,0.4540063393202878,60.1980198019802,0.0804811400531487,20.49114990234375,0.4,0.4511212886592492
39,1.894649163795022,1.618348631206727,50.77371744937876,1.8353560621113,47.91437427223024,48.72742139925104,0.4241598339294382,0.9669624155760719,0.4158255532053278,61.78217821782177,0.0784175210774269,20.49114990234375,0.4159534158333619,0.4683212246606094
40,1.876692755464268,1.615304684690647,51.58572975629232,1.810182330066945,48.70178006790575,48.84793027206727,0.4272332377611873,0.9685473182982871,0.4370708798563875,63.36633663366339,0.0764570830504912,20.49114990234375,0.5166229339952788,0.5702595301970025
41,1.877422827788152,1.623896296153059,51.51801498179133,1.811839653653259,48.61833909924852,48.95289569734213,0.4065593580968235,0.9643833920008825,0.4357218966523383,64.95049504950497,0.0745922761468207,20.49114990234375,0.4776225831969124,0.5325486046717989
42,1.815376797701683,1.630475819327788,51.99018691934262,1.808859182626418,49.07589044734321,49.0436677152922,0.4296461594115906,0.9656918521109772,0.4605855286158165,66.53465346534654,0.0728162695718964,20.49114990234375,0.4429368811361811,0.4991714916472966
43,1.786773193754161,1.586913187711817,53.41379782362552,1.761927480460741,50.48594721688109,49.10598575849404,0.445377326681333,0.9635165771389734,0.4367510988325461,68.11881188118811,0.0711228679539453,20.49114990234375,0.4269514499671586,0.4845124762708437
44,1.756949658371106,1.561507149313923,53.17228339346985,1.731375655068607,50.23191423068532,49.15794135739282,0.44105681509515,0.9720211827348031,0.4207351772999968,69.7029702970297,0.0695064391368102,20.49114990234375,0.4605041147340127,0.5194081681259485
45,2.045934450147468,1.861903132470912,46.3582324513709,2.035042771224661,43.40637331218404,48.59721144009278,0.4212919247786836,0.9700487839692521,0.4530808444289107,71.28712871287131,0.0679618516004366,20.49114990234375,0.4607935020107519,0.5210560863669074
46,2.099360086100072,1.91742236829975,44.3649069254605,2.117014555548211,41.40263463265153,47.77025386319362,0.4143339163463065,0.9712008009918026,0.3626631495163,72.87128712871286,0.0664844200439054,20.49114990234375,0.4988704839059919,0.5569566581908709
47,1.831299547106785,1.642398044662681,51.62571786495975,1.811051967862215,48.68220547155018,47.63901683693999,0.3335044040447198,0.9749597003712448,0.4187514706344032,74.45544554455445,0.0650698579153117,20.49114990234375,0.6268436379177792,0.6827669698156249
48,1.822869819816471,1.613559306235762,52.43777570019465,1.792127154309837,49.57748500097292,47.80969437516528,0.3460227882648758,0.9728711053953063,0.4616492619468707,76.03960396039602,0.0637142358754094,20.49114990234375,0.5551732888629423,0.6089464980777323
49,1.77694500127233,1.647566688451752,53.14406278609987,1.753211911841569,50.36931813066494,48.05518876100875,0.3844986560021084,0.9699737164644612,0.3955380315879733,77.62376237623764,0.0624139453473398,20.49114990234375,0.5779084864779896,0.6295435139563152
50,1.747695385630006,1.583927218608959,53.53715369136958,1.730021239727737,50.85150079148293,48.27016083336647,0.3818544618112188,0.9656139606970381,0.4775205499137177,79.20792079207921,0.061165666440393,20.49114990234375,0.5886605323253113,0.6381686025569687
51,1.734190754822828,1.587638460671916,54.0143545265945,1.675738181019661,51.42319063255963,48.55064598669757,0.4189901783796654,0.971565717421961,0.4806011423651059,80.79207920792079,0.0599663396474441,20.49114990234375,0.4682222150199175,0.5156138922305967
52,1.65417555847845,1.485449161108846,56.06289849811559,1.61544839856807,53.57408756507557,49.00046569847082,0.4587789342194326,0.9642092493174141,0.4421650616531746,82.37623762376236,0.0588131408080702,20.49114990234375,0.4773528157741661,0.5226380547149985
53,1.644260773251684,1.470493632405046,56.44514124448445,1.615034326006553,54.06934135168265,49.35880511195096,0.4551428384838627,0.9670440158637125,0.4245922973086814,83.96039603960398,0.0577034589060311,20.49114990234375,0.4616507084661628,0.5048389004118005
54,1.634530587585357,1.44596937573273,56.72946121098466,1.581191452649565,54.47979029840668,49.78359271872311,0.4613927163666587,0.9597784319166849,0.3774528976469319,85.54455445544555,0.0566348763336972,20.49114990234375,0.4958891478448093,0.5369891623324237
55,1.663678812215317,1.453291932906775,57.12866064742806,1.612128594686471,54.99828599140375,50.94278398664508,0.4068326996809457,0.965379162767622,0.3880595790440923,87.12871287128714,0.0556051513094482,20.49114990234375,0.5326741239074162,0.5716943466812421
56,1.709748572878946,1.462020072074441,57.43683315121898,1.601691699436042,55.42925572720414,52.34544609610034,0.424816852773244,0.9552295520949117,0.3933991742271514,88.71287128712869,0.0546122021789223,20.49114990234375,0.4886523960431534,0.5256007636111272
57,1.866835777469658,1.62393787079324,54.81145538957377,1.79389364381299,52.93486484751752,52.77071203369707,0.4222333949108771,0.950400969594687,0.3625952751964715,90.2970297029703,0.0536540933687658,20.49114990234375,0.4923866787750404,0.5287580632160758
58,1.847640791627521,1.654845620954696,55.39001867592486,1.758575704429363,53.64461993921309,53.17742552752109,0.4497428656471351,0.9531437256012483,0.3555049582087298,91.88118811881188,0.0527290227934422,20.49114990234375,0.4969194297588152,0.5327209609666118
59,1.858864561509721,1.64138191376631,54.83843049670585,1.740543834810784,53.21426651396182,53.46192036585078,0.4488778422426519,0.9566449740672446,0.3746971450196675,93.46534653465346,0.0518353105427059,20.49114990234375,0.4926588376774285,0.5278972830087184
60,1.706248349634446,1.548580965058903,56.6932334981007,1.62399841769711,55.17018418152209,53.89378870485469,0.4557152148995878,0.9553769830513298,0.3861860513718701,95.04950495049503,0.0509713887003275,20.49114990234375,0.4925201875657236,0.5272019760094022
61,1.583094586766607,1.447792828806999,57.4400406821044,1.558285949265595,55.99043516278942,54.35051315787767,0.4800719217197393,0.9606553912500865,0.3703944367572571,96.63366336633662,0.0501357921642565,20.49114990234375,0.5035236706033941,0.5376549149685751
62,1.551678502696421,1.499590796819784,57.1182228017461,1.494111226845892,55.7084666703843,54.56395106840855,0.4412289326271221,0.9661306927826094,0.4152112612133942,98.2178217821782,0.0493271503551556,20.49114990234375,0.5428152034477908,0.5764017207625016
63,1.529322207622221,1.475505709599902,57.86978679087137,1.483146202648091,56.43475889752141,54.80049282299242,0.44967026925549,0.9683777678460034,0.4329039096239071,99.8019801980198,0.0485441797145976,20.49114990234375,0.5522322195093696,0.5852795498003031
64,1.466210276445002,1.443177335746888,58.58625141302731,1.442434155566778,57.10573628816558,55.06308742196831,0.4358305157749519,0.9700894905932692,0.3868735607715053,101.3861386138614,0.047785676906557,20.49114990234375,0.5769968944123237,0.6095103180174215
65,1.404548025059721,1.35901257046139,60.24321830501824,1.361617945232588,58.70711540486068,55.433970363314,0.4594584428879964,0.9751667952222006,0.4427694186219872,102.970297029703,0.0470505126464561,20.49114990234375,0.5569448901998213,0.5889294437491202
66,1.335902212540907,1.273087362874157,62.10419700596481,1.359664634277814,60.51251915848115,55.94229670644171,0.4494478951465002,0.9708530131390064,0.4085099983506706,104.5544554455446,0.0463376260912068,20.49114990234375,0.566162315636826,0.5976228068226334
67,1.378612711394882,1.285165842604135,61.80083853215099,1.332990911282898,60.16153405183438,56.66496362687339,0.4573911128731448,0.9714899194618145,0.3953059023343636,106.1386138613861,0.0456460197316366,20.49114990234375,0.5983970818661348,0.6293381031109537
68,1.201421795361866,1.12776063174396,65.76405111898187,1.186761131031819,64.08969131396809,57.70947076434889,0.4730447386583798,0.9723805364140877,0.4243904289338006,107.7227722772277,0.0449747547355831,20.49114990234375,0.5978504315947356,0.6285912621296434
69,1.287560184074924,1.234075325627349,63.47247571388845,1.264017030606995,61.77694940961653,58.56573905391436,0.4939720231589109,0.9764767850685209,0.4589602206963391,109.3069306930693,0.0443229466959369,20.49114990234375,0.5307265570315551,0.5612713958106308
70,1.302233320101197,1.20634627278504,63.75394114153345,1.253442606543285,62.02044431431028,59.25076506719317,0.4147437391350478,0.9746734385114278,0.3853908698239754,110.8910891089109,0.0436897617431378,20.49114990234375,0.6065584303372243,0.6369112963593717
71,1.132030398357767,1.073805473404277,68.12855791426823,1.103323280606177,66.33285254439629,60.28500680535387,0.3834282794380037,0.9727605460352445,0.3974134153766243,112.4752475247524,0.0430744129861922,20.49114990234375,0.7189583928953193,0.749123135342587
72,1.018673570669436,0.9303825126607237,70.95967603194953,0.9896446543059976,69.10912541318771,61.62507267963421,0.4090603023959846,0.9703030540134719,0.464908875067238,114.0594059405941,0.0424761572502729,20.49114990234375,0.6005143215685326,0.6304946292403842
73,1.207995722249911,1.097076275661067,66.4051496241585,1.163806590371558,64.50459557944671,62.43205634782673,0.4311772876179754,0.9704619401632344,0.4231268872413667,115.6435643564357,0.0418942920824609,20.49114990234375,0.5246503322401228,0.5544497423415232
74,1.189803854954486,1.080614089872882,66.91663679841204,1.118171603314919,64.96901398022227,63.21838411703241,0.3906209812270241,0.9789953990661836,0.4097206921331127,117.2277227722772,0.0413281530002655,20.49114990234375,0.6397616032508531,0.6693835095865661
75,0.9920059310542442,0.9166939525056564,70.77297534804114,0.9828533549621352,68.77994066356969,64.2256666429033,0.3687561240175168,0.980028538596482,0.4444759897758879,118.8118811881188,0.040777110960262,20.49114990234375,0.6329453067331401,0.6623929673557388
76,0.9870849672199733,0.84938189834587,71.86209456750905,0.9278698507736334,69.82453183851582,65.15686791090678,0.3680354486251394,0.9749139889700844,0.4353843615475612,120.3960396039604,0.0402405700265743,20.49114990234375,0.5888651535196339,0.6181416978743528
77,0.9749996368133294,0.8791716663678741,71.40817934533541,0.9541143363675963,69.32654340146549,66.0733688458699,0.388302186471383,0.971741681212213,0.4077148025669142,121.980198019802,0.0397179652210344,20.49114990234375,0.5550272920419514,0.5841357276475878
78,1.159821031608691,1.013635019206959,67.55455414790974,1.101287678523643,65.45726521522369,66.21012623599545,0.4167072140204209,0.9664277452845628,0.3673260508412334,123.5643564356436,0.0392087605387134,20.49114990234375,0.5753938624142956,0.6043370811158463
79,0.9880322855500925,0.8749102393007829,71.70363617278667,0.927010051481679,69.59590967110518,66.99202226214432,0.3991245441943561,0.9720754564231904,0.426907266570218,125.1485148514851,0.0387124471141728,20.49114990234375,0.6071272511769307,0.6375833691237938
80,0.9428577326827648,0.8257953369870726,72.98628535459105,0.929333225235938,70.8680400063353,67.87678183134682,0.4191777891406118,0.9679701310259861,0.4418092016140975,126.7326732673268,0.0382285415252456,20.49114990234375,0.5316496949566678,0.563621389850888
81,1.095426635147024,0.9590531571704535,71.15029508866026,1.027774576051217,69.02104087371437,68.14560066427862,0.4401692746944646,0.9618541869029165,0.3884834238381042,128.3168316831684,0.0377565842224648,20.49114990234375,0.5202698775202564,0.5537597278897288
82,1.004834919377195,0.9087246152858451,72.56899586124963,0.9504144103237918,70.42717229887458,68.2774053528473,0.4419400669061046,0.9633652787668329,0.41171912451846,129.9009900990099,0.0372961380734103,20.49114990234375,0.5170959977197639,0.552106487755997
83,0.9550726700187309,0.8242508037817756,74.54381490748051,0.8963985482302009,72.38534530230751,69.0654803251334,0.4458120335341204,0.9621948398499922,0.3815739759935888,131.4851485148515,0.0368467870122849,20.49114990234375,0.5376690040370234,0.5742025281414713
84,0.9870414056154637,0.8748197684697774,73.27684022943345,0.9105248137884082,71.09256642603805,69.67783556971497,0.4308543337589594,0.9652150750315641,0.3910700728770482,133.0693069306931,0.0364081347859482,20.49114990234375,0.5179050552594923,0.5559639223192714
85,0.9780698174140992,0.8157587982377662,73.13161562925694,0.8687086391360243,70.88653643360699,69.8884951467187,0.4014926139410241,0.9684224540542177,0.3596270792112454,134.6534653465347,0.0359798037884664,20.49114990234375,0.6177362554877207,0.6573226928998138
86,0.8131730112493329,0.6860777139767911,77.23077470571324,0.7209047272014484,74.83795701153171,70.38983766402029,0.3670595033822641,0.9729251139163247,0.4031871431409536,136.2376237623762,0.0355614339769726,20.49114990234375,0.6768534922389107,0.717969649700406
87,0.7270821185908567,0.5473133342825068,79.32752166370823,0.6395434136456066,76.74591830891413,71.13177515476515,0.3949867031361037,0.9693212301463928,0.4067987255601128,137.8217821782178,0.0351526818622948,20.49114990234375,0.5827632711473706,0.6254112242278705
88,0.8144318817447685,0.6069024475256178,78.87460862402999,0.6902255425578379,76.0573878109961,72.19178741434241,0.4082820643181129,0.9756784033644762,0.3870550415272023,139.4059405940594,0.0347532195684051,20.49114990234375,0.5759050463494456,0.6200867998604978
89,0.8099172566974373,0.6507928034837689,78.06735522505076,0.7053309738825967,74.97294418495389,72.72949086572727,0.4144072754743703,0.9738218612815487,0.3760795770485704,140.990099009901,0.0343627339552769,20.49114990234375,0.6116352594374228,0.6573527506126576
90,0.7967427589117438,0.6267078748479067,77.69150642296695,0.7455953809671749,74.29410609039921,73.07209747413364,0.398856993967684,0.9712294313596052,0.4315371540526041,142.5742574257426,0.0339809258002183,20.49114990234375,0.5928700212862241,0.6382325138681029
91,0.6818985445807431,0.5703392223535877,79.99173203036118,0.6945355436153688,76.28396321495242,73.79838970825746,0.3919689423955293,0.9728763378319247,0.3553684248832165,144.1584158415842,0.0336075090331829,20.49114990234375,0.6820623514847092,0.7270716563963913
92,0.7405097858332218,0.5864967683364006,79.48122282355303,0.6969451945878121,75.46897264352525,74.30256974272254,0.382059257749956,0.9702349363899984,0.3763516516312667,145.7425742574257,0.0332422100219527,20.49114990234375,0.6356303998868561,0.6802882689996584
93,0.772980556838543,0.6108200539094913,78.32621729326861,0.7706426380379722,74.09864379458126,74.4738995919499,0.3553221270936671,0.9735202484075036,0.353495295352952,147.3267326732673,0.0328847669034371,20.49114990234375,0.7725913033871479,0.8168994320604097
94,0.7244400322007722,0.5540682954390396,79.38765594056139,0.6861675998937697,75.03544022754636,74.86818697210073,0.4916994245920635,0.9754048306066755,0.3769164522043573,148.9108910891089,0.0325349289576558,20.49114990234375,0.6252883014071449,0.6692483308929924
95,0.5290586718858905,0.4009912022796538,83.60353940310145,0.5367821123390975,79.22992773721911,75.70252610246195,0.3871258118205904,0.9784236886542832,0.4094178420756398,150.4950495049505,0.0321924560212594,20.49114990234375,0.635081693429465,0.6786952131510097
96,0.548444089717888,0.3672512160241711,83.87603954824709,0.5042171739810518,79.66777435572183,76.18550783688096,0.3950334452232566,0.9771122298138892,0.3623571956972576,152.079207920792,0.0318571179377047,20.49114990234375,0.531438250300096,0.5747068000109774
97,0.5105641098691774,0.343684082400647,84.54359741139663,0.4912086755626403,80.78389297171057,76.5893053031606,0.3945365616973534,0.9758095217242031,0.3452353807071351,153.6633663366337,0.0315286940414397,20.49114990234375,0.588096651490565,0.6310217233231761
98,0.5524682309205419,0.42948287115948,83.87110812251372,0.5149558762050215,80.88080587082429,77.07164710914341,0.3795240111897897,0.9754584644758924,0.4177915284493695,155.2475247524753,0.0312069726736699,20.49114990234375,0.5830902774561798,0.6256733178653909
99,0.6841824496164505,0.5183132669747477,81.65298458486562,0.6123170616370402,79.5541071623536,77.52976340688339,0.4152477309512745,0.9780414588636802,0.3732711324439817,156.8316831683169,0.0308917507274712,20.49114990234375,0.5124187767914515,0.5546611884001678
100,0.6208839044701691,0.5809631787617862,81.97036074155052,0.5889589506905901,80.43465016480809,78.14381781432428,0.4230831964852558,0.9755578020997419,0.3738542608557929,158.4158415841584,0.0305828332201965,20.49114990234375,0.5269995082572745,0.5689026516097133
